"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,17,"Karen Toles",DEM,County Council,007,Y,,,,,,3294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828,,,,,,,,,,,,,,,9611,,,,,,,,,,,,
1,17,"Other Write-Ins",BOT,County Council,007,,Y,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,26,,,,,,,,,,,,
1,17,"Obie Patterson",DEM,County Council,008,Y,,,,,,18652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Other Write-Ins",BOT,County Council,008,,Y,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Mel Franklin",DEM,County Council,009,Y,,,,,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840,,,,,,,,,,,,,,,,,,,,,,,19968,,,,
1,17,"Other Write-Ins",BOT,County Council,009,,Y,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,175,,,,
1,13,"Dion F. Guthrie",DEM,County Council,A,Y,,,,,,,,,,,,,4967,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Yvonne Baldwin",REP,County Council,A,,,,,,,,,,,,,,3435,,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,A,,Y,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Joe Woods",REP,County Council,B,Y,,,,,,,,,,,,,,,6321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258,,,,,,,,1106,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,B,,Y,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,12,,,,,,,,,,
1,13,"Jack T. Feldman",DEM,County Council,C,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,,,,,,,,1628,,,,,,,,,,
1,13,"James V. Jim McMahan",REP,County Council,C,Y,,,,,,,,,,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523,,,,,,,,4941,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,C,,Y,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,16,,,,,,,,,,
1,13,"Chad R. Shrodes",REP,County Council,D,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12368,,,,,,,,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,D,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,
1,13,"Richard C. Slutzky",REP,County Council,E,Y,,,,,,,,,,,,,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357,,,,,,,,3012,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,E,,Y,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,26,,,,,,,,,,
1,13,"Mary Ann Lisanti",DEM,County Council,F,Y,,,,,,,,,,,,,5420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,
1,13,"Sheryl Davis Kohl",REP,County Council,F,,,,,,,,,,,,,,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council,F,,Y,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
1,07,"Tina Mawhinney",DEM,County Commissioner,001,,,,,,,,,,,,,,,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,,,,,,,,
1,07,"Robin Bartlett Frazier",REP,County Commissioner,001,Y,,,,,,,,,,,,,,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4199,,,,,,,,
1,07,"Steve Reynolds",REP,County Commissioner,001,,Y,,,,,,,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,
1,09,"Ken Robinson",DEM,County Commissioner,001,Y,,,,,,,,23960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Scot D. Lucas",REP,County Commissioner,001,,,,,,,,,13400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Eric V. Robison",DEM,County Commissioner,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,,,,,,,,,,,,,,,
1,12,"Gregan T. Crawford",REP,County Commissioner,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,
1,18,"Joe Gannon",DEM,County Commissioner,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"David L. Dunmyer",REP,County Commissioner,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Elfreda Talbert Mathis",DEM,County Commissioner,001,,,,,,,,,,,,,,,,,4976,,,,,,,,,,,,,,,,,,,,,,,,,3712,,,,,,811,,,,,,,,,,,,,,,,,,,
1,19,"Cindy Jones",REP,County Commissioner,001,Y,,,,,,,,,,,,,,,,7385,,,,,,,,,,,,,,,,,,,,,,,,,7572,,,,,,1885,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,,,,,,,,,,,,,,,,,,,
1,20,"Craig N. Mathies, Sr.",DEM,County Commissioner,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,
1,20,"Van B. Muir, Jr.",REP,County Commissioner,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
1,20,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1,24,"Jimmy Schoolfield",DEM,County Commissioner,001,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Merrill W. Lockfaw, Jr.",REP,County Commissioner,001,Y,,,,,,,,,,,,,,,,,,,,,,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,001,,Y,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Charles E. Bevard",DEM,County Commissioner,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,3178,,,,,,,,
1,07,"Haven Shoemaker",REP,County Commissioner,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,7054,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,
1,08,"Earl M. Piner, Sr.",DEM,County Commissioner,002,,,,,,,,,,,,,,141,,,,4384,,,,,,,,,,,,,,,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Tari Moore",REP,County Commissioner,002,Y,,,,,,,,,,,,,213,,,,7996,,,,,,,,,,,,,,,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,0,,,,12,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Debra Davis",DEM,County Commissioner,002,Y,,,,,,,,21097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Rick Campbell",REP,County Commissioner,002,,,,,,,,,16182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Jim Raley",REP,County Commissioner,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6760,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,
1,18,"Paul L. Gunther",DEM,County Commissioner,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Bob Simmons",REP,County Commissioner,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Arthur Shepherd",DEM,County Commissioner,002,,,,,,,,,,,,,,,,,5876,,,,,,,,,,,,,,,,,,,,,,,,,4827,,,,,,1148,,,,,,,,,,,,,,,,,,,
1,19,"Dan Morris",REP,County Commissioner,002,Y,,,,,,,,,,,,,,,,6360,,,,,,,,,,,,,,,,,,,,,,,,,6461,,,,,,1531,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,
1,20,"Rex Simpkins",DEM,County Commissioner,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,,
1,20,"Roger C. Jones",REP,County Commissioner,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,
1,20,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
1,24,"James Purnell",DEM,County Commissioner,002,Y,,,,,,,,,,,,,,,,,,,,,,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,002,,Y,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Doug Mathias",DEM,County Commissioner,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3674,,,,,,,,
1,07,"Dave Roush",REP,County Commissioner,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,
1,08,"Brian L. Lockhart",DEM,County Commissioner,003,,,,,,,,,,,,,,162,,,,5023,,,,,,,,,,,,,,,5303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Michael Dunn",REP,County Commissioner,003,Y,,,,,,,,,,,,,194,,,,7388,,,,,,,,,,,,,,,6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,0,,,,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Reuben B. Collins, II",DEM,County Commissioner,003,Y,,,,,,,,22532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Eric Vrem",REP,County Commissioner,003,,,,,,,,,14958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Bill Welch",DEM,County Commissioner,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,,,,,,,,,,,,,,,
1,12,"Denny Glotfelty",REP,County Commissioner,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443,,,,,,,,,,,,,,,
1,12,"George Falter",DEM,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,
1,12,"Bob Gatto",REP,County Commissioner,003,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847,,,,,,,,,,,,,,,
1,12,"Tim Thomas",REP,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,
1,18,"Arlene F. Taylor",DEM,County Commissioner,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Phil Dumenil",REP,County Commissioner,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Bill Mattingly",DEM,County Commissioner,003,,,,,,,,,,,,,,,,,5850,,,,,,,,,,,,,,,,,,,,,,,,,5487,,,,,,1180,,,,,,,,,,,,,,,,,,,
1,19,"Larry Jarboe",REP,County Commissioner,003,Y,,,,,,,,,,,,,,,,6435,,,,,,,,,,,,,,,,,,,,,,,,,5992,,,,,,1504,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,5,,,,,,,,,,,,,,,,,,,
1,20,"Robert W. Murphey",DEM,County Commissioner,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,
1,20,"Charles F. Fisher",REP,County Commissioner,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,,
1,20,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,24,"Bud Church",REP,County Commissioner,003,Y,,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,003,,Y,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Michele W. Johnson",DEM,County Commissioner,004,,,,,,,,,,,,,,,2849,,,,,,,,,,,,,,,,,853,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,
1,07,"Richard S. Rothschild",REP,County Commissioner,004,Y,,,,,,,,,,,,,,4899,,,,,,,,,,,,,,,,,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1,08,"Carl Roberts",DEM,County Commissioner,004,,,,,,,,,,,,,,185,,,,5248,,,,,,,,,,,,,,,5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Diana Broomell",REP,County Commissioner,004,Y,,,,,,,,,,,,,179,,,,7310,,,,,,,,,,,,,,,5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Bobby Rucci",DEM,County Commissioner,004,Y,,,,,,,,24378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Don Derencin",REP,County Commissioner,004,,,,,,,,,12972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Susan Janie Wise",UNF,County Commissioner,004,,Y,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Jack Broderick",DEM,County Commissioner,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Dave Olds",REP,County Commissioner,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Mary M. Washington",DEM,County Commissioner,004,,,,,,,,,,,,,,,,,5315,,,,,,,,,,,,,,,,,,,,,,,,,4346,,,,,,942,,,,,,,,,,,,,,,,,,,
1,19,"Todd B. Morgan",REP,County Commissioner,004,Y,,,,,,,,,,,,,,,,7118,,,,,,,,,,,,,,,,,,,,,,,,,7058,,,,,,1789,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,
1,20,"James E. East",DEM,County Commissioner,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,
1,20,"Jerry S. Boston",REP,County Commissioner,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,,
1,20,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,24,"Virgil L. Shockley",DEM,County Commissioner,004,Y,,,,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Ted Elder",REP,County Commissioner,004,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,004,,Y,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Hugh M. McLaurin",DEM,County Commissioner,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Doug Howard",REP,County Commissioner,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,"Randy Laird",DEM,County Commissioner,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,,
1,20,"Paul T. Ward, Jr.",REP,County Commissioner,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,,
1,20,"Other Write-Ins",BOT,County Commissioner,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,24,"John Bodnar",DEM,County Commissioner,005,,,,,,,,,,,,,,,,,,,,,,,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Judy Boggs",REP,County Commissioner,005,Y,,,,,,,,,,,,,,,,,,,,,,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,005,,Y,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Madison Jim Bunting, Jr.",REP,County Commissioner,006,Y,,,,,,,,,,,,,,,,,,,,,,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Linda C. Busick",REP,County Commissioner,006,,Y,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,006,,Y,,,,,,,,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Ellie Diegelmann",DEM,County Commissioner,007,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Louise L. Gulyas",REP,County Commissioner,007,Y,,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,County Commissioner,007,,Y,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"V. Michael Whelan",BOT,Judge Circuit Court,02,Y,,,,,,,,,,,,,288,,,,9564,,,,,,,,,,,,,,,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,02,,Y,,,,,,,,,,,,7,,,,104,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Paul M. Bowman",BOT,Judge Circuit Court,02,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,02,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04,"Jan M. Alexander",BOT,Judge Circuit Court,03,Y,,,,,,,20714,,,,,,,,15548,,,,,,26141,,,,,,,,,,,,,,,,,20378,,22543,,10120,,,,,,,,,,,,,14782,,,,,,,,10088,,,
1,04,"Sherrie Bailey",BOT,Judge Circuit Court,03,Y,,,,,,,21764,,,,,,,,16331,,,,,,26883,,,,,,,,,,,,,,,,,22144,,23198,,10648,,,,,,,,,,,,,15709,,,,,,,,10381,,,
1,04,"Ann Brobst",BOT,Judge Circuit Court,03,Y,,,,,,,20351,,,,,,,,15155,,,,,,24625,,,,,,,,,,,,,,,,,17772,,22800,,9964,,,,,,,,,,,,,13998,,,,,,,,10216,,,
1,04,"John J. Nagle, III",BOT,Judge Circuit Court,03,Y,,,,,,,20311,,,,,,,,15587,,,,,,24206,,,,,,,,,,,,,,,,,17078,,22721,,10237,,,,,,,,,,,,,14079,,,,,,,,10613,,,
